Country,Air Pollutant,Air Pollutant Description,Year,Air Pollution Level,Unit Of Air Pollution Level
Czechia,CO,Carbon monoxide (air),1997,0.309,mg/m3
Czechia,CO,Carbon monoxide (air),1996,0.324,mg/m3
Czechia,CO,Carbon monoxide (air),2008,0.346,mg/m3
Czechia,CO,Carbon monoxide (air),1998,0.353,mg/m3
Czechia,CO,Carbon monoxide (air),2017,0.002,mg/m3
Czechia,CO,Carbon monoxide (air),2016,0.425,mg/m3
Czechia,CO,Carbon monoxide (air),2018,0.96,mg/m3
Czechia,CO,Carbon monoxide (air),2020,0.961,mg/m3
Czechia,CO,Carbon monoxide (air),2021,1.117,mg/m3
Czechia,CO,Carbon monoxide (air),2019,1.246,mg/m3
Czechia,CO,Carbon monoxide (air),2015,1.653,mg/m3
Czechia,CO,Carbon monoxide (air),2014,1.677,mg/m3
Czechia,CO,Carbon monoxide (air),2013,1.737,mg/m3
Czechia,CO,Carbon monoxide (air),2013,0.0,count
Czechia,CO,Carbon monoxide (air),2014,0.0,count
Czechia,CO,Carbon monoxide (air),2017,0.0,count
Czechia,CO,Carbon monoxide (air),2018,0.0,count
Czechia,CO,Carbon monoxide (air),2019,0.0,count
Czechia,CO,Carbon monoxide (air),2020,0.0,count
Czechia,CO,Carbon monoxide (air),2021,0.0,count
Czechia,CO,Carbon monoxide (air),2016,1.0,count
Czechia,CO,Carbon monoxide (air),2015,343.0,count
Czechia,CO,Carbon monoxide (air),2020,0.306,mg/m3
Czechia,CO,Carbon monoxide (air),2017,0.307,mg/m3
Czechia,CO,Carbon monoxide (air),2019,0.321,mg/m3
Czechia,CO,Carbon monoxide (air),2018,0.329,mg/m3
Czechia,CO,Carbon monoxide (air),2021,0.333,mg/m3
Czechia,CO,Carbon monoxide (air),2016,0.357,mg/m3
Czechia,CO,Carbon monoxide (air),2014,0.368,mg/m3
Czechia,CO,Carbon monoxide (air),2015,0.396,mg/m3
Czechia,CO,Carbon monoxide (air),2013,0.454,mg/m3
Czechia,CO,Carbon monoxide (air),2007,0.938,mg/m3
Czechia,CO,Carbon monoxide (air),2009,1.397,mg/m3
Czechia,CO,Carbon monoxide (air),2012,1.443,mg/m3
Czechia,CO,Carbon monoxide (air),2008,1.566,mg/m3
Czechia,CO,Carbon monoxide (air),2005,1.605,mg/m3
Czechia,CO,Carbon monoxide (air),2010,1.661,mg/m3
Czechia,CO,Carbon monoxide (air),2011,1.933,mg/m3
Czechia,CO,Carbon monoxide (air),2006,2.3,mg/m3
Czechia,CO,Carbon monoxide (air),2007,0.273,mg/m3
Czechia,CO,Carbon monoxide (air),2009,0.279,mg/m3
Czechia,CO,Carbon monoxide (air),2008,0.287,mg/m3
Czechia,CO,Carbon monoxide (air),2010,0.352,mg/m3
Czechia,CO,Carbon monoxide (air),2012,0.354,mg/m3
Czechia,CO,Carbon monoxide (air),2011,0.392,mg/m3
Czechia,CO,Carbon monoxide (air),2006,0.448,mg/m3
Czechia,CO,Carbon monoxide (air),2005,0.456,mg/m3
Czechia,CO,Carbon monoxide (air),2016,0.539,mg/m3
Czechia,CO,Carbon monoxide (air),2015,1.44,mg/m3
Czechia,CO,Carbon monoxide (air),2014,1.474,mg/m3
Czechia,CO,Carbon monoxide (air),2013,1.624,mg/m3
Czechia,CO,Carbon monoxide (air),2013,0.0,count
Czechia,CO,Carbon monoxide (air),2014,0.0,count
Czechia,CO,Carbon monoxide (air),2016,1.0,count
Czechia,CO,Carbon monoxide (air),2015,361.0,count
Czechia,CO,Carbon monoxide (air),2016,0.427,mg/m3
Czechia,CO,Carbon monoxide (air),2015,0.448,mg/m3
Czechia,CO,Carbon monoxide (air),2014,0.453,mg/m3
Czechia,CO,Carbon monoxide (air),2013,0.467,mg/m3
Czechia,CO,Carbon monoxide (air),2012,1.379,mg/m3
Czechia,CO,Carbon monoxide (air),2010,1.525,mg/m3
Czechia,CO,Carbon monoxide (air),2007,1.602,mg/m3
Czechia,CO,Carbon monoxide (air),2011,1.637,mg/m3
Czechia,CO,Carbon monoxide (air),2009,1.719,mg/m3
Czechia,CO,Carbon monoxide (air),2005,1.767,mg/m3
Czechia,CO,Carbon monoxide (air),2006,2.042,mg/m3
Czechia,CO,Carbon monoxide (air),2008,2.552,mg/m3
Czechia,CO,Carbon monoxide (air),2009,0.32,mg/m3
Czechia,CO,Carbon monoxide (air),2005,0.369,mg/m3
Czechia,CO,Carbon monoxide (air),2012,0.397,mg/m3
Czechia,CO,Carbon monoxide (air),2007,0.416,mg/m3
Czechia,CO,Carbon monoxide (air),2010,0.417,mg/m3
Czechia,CO,Carbon monoxide (air),2006,0.425,mg/m3
Czechia,CO,Carbon monoxide (air),2008,0.44,mg/m3
Czechia,CO,Carbon monoxide (air),2011,0.445,mg/m3
Czechia,CO,Carbon monoxide (air),2016,0.344,mg/m3
Czechia,CO,Carbon monoxide (air),2015,1.386,mg/m3
Czechia,CO,Carbon monoxide (air),2013,1.485,mg/m3
Czechia,CO,Carbon monoxide (air),2014,2.207,mg/m3
Czechia,CO,Carbon monoxide (air),2013,0.0,count
Czechia,CO,Carbon monoxide (air),2014,0.0,count
Czechia,CO,Carbon monoxide (air),2016,1.0,count
Czechia,CO,Carbon monoxide (air),2015,348.0,count
Czechia,CO,Carbon monoxide (air),2016,0.351,mg/m3
Czechia,CO,Carbon monoxide (air),2015,0.355,mg/m3
Czechia,CO,Carbon monoxide (air),2014,0.379,mg/m3
Czechia,CO,Carbon monoxide (air),2013,0.393,mg/m3
Czechia,CO,Carbon monoxide (air),2012,1.58,mg/m3
Czechia,CO,Carbon monoxide (air),2007,1.625,mg/m3
Czechia,CO,Carbon monoxide (air),2010,1.879,mg/m3
Czechia,CO,Carbon monoxide (air),2008,2.097,mg/m3
Czechia,CO,Carbon monoxide (air),2009,2.148,mg/m3
Czechia,CO,Carbon monoxide (air),2000,2.402,mg/m3
Czechia,CO,Carbon monoxide (air),2002,2.5,mg/m3
Czechia,CO,Carbon monoxide (air),2005,2.596,mg/m3
Czechia,CO,Carbon monoxide (air),2011,2.67,mg/m3
Czechia,CO,Carbon monoxide (air),2004,2.772,mg/m3
Czechia,CO,Carbon monoxide (air),1996,2.825,mg/m3
Czechia,CO,Carbon monoxide (air),2001,2.833,mg/m3
Czechia,CO,Carbon monoxide (air),2006,3.016,mg/m3
Czechia,CO,Carbon monoxide (air),2003,3.577,mg/m3
Czechia,CO,Carbon monoxide (air),1998,3.745,mg/m3
Czechia,CO,Carbon monoxide (air),1999,4.557,mg/m3
Czechia,CO,Carbon monoxide (air),1997,5.084,mg/m3
Czechia,CO,Carbon monoxide (air),2011,0.396,mg/m3
Czechia,CO,Carbon monoxide (air),2012,0.398,mg/m3
Czechia,CO,Carbon monoxide (air),2007,0.409,mg/m3
Czechia,CO,Carbon monoxide (air),2010,0.419,mg/m3
Czechia,CO,Carbon monoxide (air),2009,0.421,mg/m3
Czechia,CO,Carbon monoxide (air),2006,0.428,mg/m3
Czechia,CO,Carbon monoxide (air),2008,0.43,mg/m3
Czechia,CO,Carbon monoxide (air),2002,0.438,mg/m3
Czechia,CO,Carbon monoxide (air),2005,0.454,mg/m3
Czechia,CO,Carbon monoxide (air),2004,0.525,mg/m3
Czechia,CO,Carbon monoxide (air),2001,0.588,mg/m3
Czechia,CO,Carbon monoxide (air),1999,0.593,mg/m3
Czechia,CO,Carbon monoxide (air),2000,0.611,mg/m3
Czechia,CO,Carbon monoxide (air),1998,0.624,mg/m3
Czechia,CO,Carbon monoxide (air),2003,0.625,mg/m3
Czechia,CO,Carbon monoxide (air),1997,0.784,mg/m3
Czechia,CO,Carbon monoxide (air),1996,0.801,mg/m3
Czechia,CO,Carbon monoxide (air),2017,0.002,mg/m3
Czechia,CO,Carbon monoxide (air),2016,0.411,mg/m3
Czechia,CO,Carbon monoxide (air),2015,1.631,mg/m3
Czechia,CO,Carbon monoxide (air),2018,1.65,mg/m3
Czechia,CO,Carbon monoxide (air),2013,1.902,mg/m3
Czechia,CO,Carbon monoxide (air),2019,2.093,mg/m3
Czechia,CO,Carbon monoxide (air),2014,2.441,mg/m3
Czechia,CO,Carbon monoxide (air),2021,2.525,mg/m3
Czechia,CO,Carbon monoxide (air),2020,2.551,mg/m3
Czechia,CO,Carbon monoxide (air),2013,0.0,count
Czechia,CO,Carbon monoxide (air),2014,0.0,count
Czechia,CO,Carbon monoxide (air),2017,0.0,count
Czechia,CO,Carbon monoxide (air),2018,0.0,count
Czechia,CO,Carbon monoxide (air),2019,0.0,count
Czechia,CO,Carbon monoxide (air),2020,0.0,count
Czechia,CO,Carbon monoxide (air),2021,0.0,count
Czechia,CO,Carbon monoxide (air),2016,1.0,count
Czechia,CO,Carbon monoxide (air),2015,336.0,count
Czechia,CO,Carbon monoxide (air),2016,0.312,mg/m3
Czechia,CO,Carbon monoxide (air),2021,0.354,mg/m3
Czechia,CO,Carbon monoxide (air),2017,0.382,mg/m3
Czechia,CO,Carbon monoxide (air),2020,0.387,mg/m3
Czechia,CO,Carbon monoxide (air),2018,0.433,mg/m3
Czechia,CO,Carbon monoxide (air),2015,0.452,mg/m3
Czechia,CO,Carbon monoxide (air),2019,0.485,mg/m3
Czechia,CO,Carbon monoxide (air),2014,0.538,mg/m3
Czechia,CO,Carbon monoxide (air),2013,0.561,mg/m3
Czechia,CO,Carbon monoxide (air),2012,1.73,mg/m3
Czechia,CO,Carbon monoxide (air),2010,2.178,mg/m3
Czechia,CO,Carbon monoxide (air),2011,2.334,mg/m3
Czechia,CO,Carbon monoxide (air),2008,2.464,mg/m3
Czechia,CO,Carbon monoxide (air),2009,2.608,mg/m3
Czechia,CO,Carbon monoxide (air),2006,2.857,mg/m3
Czechia,CO,Carbon monoxide (air),2007,3.184,mg/m3
Czechia,CO,Carbon monoxide (air),2003,3.2,mg/m3
Czechia,CO,Carbon monoxide (air),2005,3.81,mg/m3
Czechia,CO,Carbon monoxide (air),2004,3.869,mg/m3
Czechia,CO,Carbon monoxide (air),2012,0.579,mg/m3
Czechia,CO,Carbon monoxide (air),2009,0.645,mg/m3
Czechia,CO,Carbon monoxide (air),2004,0.673,mg/m3
Czechia,CO,Carbon monoxide (air),2011,0.676,mg/m3
Czechia,CO,Carbon monoxide (air),2010,0.684,mg/m3
Czechia,CO,Carbon monoxide (air),2007,0.728,mg/m3
Czechia,CO,Carbon monoxide (air),2008,0.744,mg/m3
Czechia,CO,Carbon monoxide (air),2005,0.803,mg/m3
Czechia,CO,Carbon monoxide (air),2006,0.864,mg/m3
Czechia,CO,Carbon monoxide (air),2003,0.964,mg/m3
Czechia,CO,Carbon monoxide (air),2019,2.47,mg/m3
Czechia,CO,Carbon monoxide (air),2020,2.986,mg/m3
Czechia,CO,Carbon monoxide (air),2019,0.0,count
Czechia,CO,Carbon monoxide (air),2020,0.0,count
Czechia,CO,Carbon monoxide (air),2019,0.284,mg/m3
Czechia,CO,Carbon monoxide (air),2020,0.301,mg/m3
Czechia,CO,Carbon monoxide (air),2016,0.289,mg/m3
Czechia,CO,Carbon monoxide (air),2020,1.81,mg/m3
Czechia,CO,Carbon monoxide (air),2015,2.034,mg/m3
Czechia,CO,Carbon monoxide (air),2021,2.157,mg/m3
Czechia,CO,Carbon monoxide (air),2018,2.181,mg/m3
Czechia,CO,Carbon monoxide (air),2019,2.347,mg/m3
Czechia,CO,Carbon monoxide (air),2013,2.675,mg/m3
Czechia,CO,Carbon monoxide (air),2014,3.225,mg/m3
Czechia,CO,Carbon monoxide (air),2013,0.0,count
Czechia,CO,Carbon monoxide (air),2014,0.0,count
Czechia,CO,Carbon monoxide (air),2018,0.0,count
Czechia,CO,Carbon monoxide (air),2019,0.0,count
Czechia,CO,Carbon monoxide (air),2020,0.0,count
Czechia,CO,Carbon monoxide (air),2021,0.0,count
Czechia,CO,Carbon monoxide (air),2016,1.0,count
Czechia,CO,Carbon monoxide (air),2015,353.0,count
Czechia,CO,Carbon monoxide (air),2021,0.436,mg/m3
Czechia,CO,Carbon monoxide (air),2020,0.461,mg/m3
Czechia,CO,Carbon monoxide (air),2019,0.545,mg/m3
Czechia,CO,Carbon monoxide (air),2016,0.551,mg/m3
Czechia,CO,Carbon monoxide (air),2015,0.564,mg/m3
Czechia,CO,Carbon monoxide (air),2018,0.618,mg/m3
Czechia,CO,Carbon monoxide (air),2014,0.659,mg/m3
Czechia,CO,Carbon monoxide (air),2013,0.722,mg/m3
Czechia,CO,Carbon monoxide (air),2011,3.419,mg/m3
Czechia,CO,Carbon monoxide (air),2012,3.53,mg/m3
Czechia,CO,Carbon monoxide (air),2005,4.476,mg/m3
Czechia,CO,Carbon monoxide (air),2007,4.632,mg/m3
Czechia,CO,Carbon monoxide (air),2009,4.912,mg/m3
Czechia,CO,Carbon monoxide (air),2008,5.023,mg/m3
Czechia,CO,Carbon monoxide (air),2010,5.545,mg/m3
Czechia,CO,Carbon monoxide (air),2006,5.802,mg/m3
Czechia,CO,Carbon monoxide (air),2012,0.86,mg/m3
Czechia,CO,Carbon monoxide (air),2011,0.923,mg/m3
Czechia,CO,Carbon monoxide (air),2005,1.049,mg/m3
Czechia,CO,Carbon monoxide (air),2009,1.092,mg/m3
Czechia,CO,Carbon monoxide (air),2010,1.109,mg/m3
Czechia,CO,Carbon monoxide (air),2007,1.199,mg/m3
Czechia,CO,Carbon monoxide (air),2008,1.225,mg/m3
Czechia,CO,Carbon monoxide (air),2006,1.274,mg/m3
Czechia,CO,Carbon monoxide (air),2017,0.003,mg/m3
Czechia,CO,Carbon monoxide (air),2016,0.192,mg/m3
Czechia,CO,Carbon monoxide (air),2015,1.946,mg/m3
Czechia,CO,Carbon monoxide (air),2013,2.105,mg/m3
Czechia,CO,Carbon monoxide (air),2014,2.68,mg/m3
Czechia,CO,Carbon monoxide (air),2013,0.0,count
Czechia,CO,Carbon monoxide (air),2014,0.0,count
Czechia,CO,Carbon monoxide (air),2017,0.0,count
Czechia,CO,Carbon monoxide (air),2016,1.0,count
Czechia,CO,Carbon monoxide (air),2015,346.0,count
Czechia,CO,Carbon monoxide (air),2017,0.27,mg/m3
Czechia,CO,Carbon monoxide (air),2016,0.342,mg/m3
Czechia,CO,Carbon monoxide (air),2015,0.375,mg/m3
Czechia,CO,Carbon monoxide (air),2013,0.496,mg/m3
Czechia,CO,Carbon monoxide (air),2014,0.502,mg/m3
Czechia,CO,Carbon monoxide (air),2004,2.329,mg/m3
Czechia,CO,Carbon monoxide (air),2011,2.557,mg/m3
Czechia,CO,Carbon monoxide (air),2008,2.952,mg/m3
Czechia,CO,Carbon monoxide (air),2007,3.112,mg/m3
Czechia,CO,Carbon monoxide (air),2003,3.154,mg/m3
Czechia,CO,Carbon monoxide (air),2009,3.233,mg/m3
Czechia,CO,Carbon monoxide (air),2006,3.345,mg/m3
Czechia,CO,Carbon monoxide (air),2005,3.77,mg/m3
Czechia,CO,Carbon monoxide (air),2012,3.971,mg/m3
Czechia,CO,Carbon monoxide (air),2010,4.376,mg/m3
Czechia,CO,Carbon monoxide (air),2004,0.346,mg/m3
Czechia,CO,Carbon monoxide (air),2007,0.47,mg/m3
Czechia,CO,Carbon monoxide (air),2011,0.497,mg/m3
Czechia,CO,Carbon monoxide (air),2009,0.5,mg/m3
Czechia,CO,Carbon monoxide (air),2008,0.522,mg/m3
Czechia,CO,Carbon monoxide (air),2012,0.522,mg/m3
Czechia,CO,Carbon monoxide (air),2006,0.543,mg/m3
Czechia,CO,Carbon monoxide (air),2005,0.559,mg/m3
Czechia,CO,Carbon monoxide (air),2010,0.56,mg/m3
Czechia,CO,Carbon monoxide (air),2003,0.611,mg/m3
Czechia,CO,Carbon monoxide (air),2021,1.506,mg/m3
Czechia,CO,Carbon monoxide (air),2018,1.655,mg/m3
Czechia,CO,Carbon monoxide (air),2020,1.717,mg/m3
Czechia,CO,Carbon monoxide (air),2019,1.777,mg/m3
Czechia,CO,Carbon monoxide (air),2018,0.0,count
Czechia,CO,Carbon monoxide (air),2019,0.0,count
Czechia,CO,Carbon monoxide (air),2020,0.0,count
Czechia,CO,Carbon monoxide (air),2021,0.0,count
Czechia,CO,Carbon monoxide (air),2018,0.276,mg/m3
Czechia,CO,Carbon monoxide (air),2019,0.277,mg/m3
Czechia,CO,Carbon monoxide (air),2020,0.283,mg/m3
Czechia,CO,Carbon monoxide (air),2021,0.362,mg/m3
Czechia,CO,Carbon monoxide (air),2017,0.002,mg/m3
Czechia,CO,Carbon monoxide (air),2016,0.341,mg/m3
Czechia,CO,Carbon monoxide (air),2020,1.223,mg/m3
Czechia,CO,Carbon monoxide (air),2019,1.267,mg/m3
Czechia,CO,Carbon monoxide (air),2021,1.554,mg/m3
Czechia,CO,Carbon monoxide (air),2018,1.569,mg/m3
Czechia,CO,Carbon monoxide (air),2015,1.576,mg/m3
Czechia,CO,Carbon monoxide (air),2017,0.0,count
Czechia,CO,Carbon monoxide (air),2018,0.0,count
Czechia,CO,Carbon monoxide (air),2019,0.0,count
Czechia,CO,Carbon monoxide (air),2020,0.0,count
Czechia,CO,Carbon monoxide (air),2021,0.0,count
Czechia,CO,Carbon monoxide (air),2016,1.0,count
Czechia,CO,Carbon monoxide (air),2015,330.0,count
Czechia,CO,Carbon monoxide (air),2020,0.386,mg/m3
Czechia,CO,Carbon monoxide (air),2021,0.403,mg/m3
Czechia,CO,Carbon monoxide (air),2018,0.415,mg/m3
Czechia,CO,Carbon monoxide (air),2019,0.417,mg/m3
Czechia,CO,Carbon monoxide (air),2017,0.444,mg/m3
Czechia,CO,Carbon monoxide (air),2016,0.459,mg/m3
Czechia,CO,Carbon monoxide (air),2015,0.475,mg/m3
Czechia,CO,Carbon monoxide (air),2010,2.128,mg/m3
Czechia,CO,Carbon monoxide (air),2011,2.475,mg/m3
Czechia,CO,Carbon monoxide (air),2008,2.633,mg/m3
Czechia,CO,Carbon monoxide (air),2009,2.773,mg/m3
Czechia,CO,Carbon monoxide (air),2011,0.532,mg/m3
Czechia,CO,Carbon monoxide (air),2009,0.609,mg/m3
Czechia,CO,Carbon monoxide (air),2010,0.61,mg/m3
Czechia,CO,Carbon monoxide (air),2008,0.765,mg/m3
Czechia,CO,Carbon monoxide (air),2017,0.002,mg/m3
Czechia,CO,Carbon monoxide (air),2016,0.769,mg/m3
Czechia,CO,Carbon monoxide (air),2020,1.19,mg/m3
Czechia,CO,Carbon monoxide (air),2018,1.212,mg/m3
Czechia,CO,Carbon monoxide (air),2021,1.225,mg/m3
Czechia,CO,Carbon monoxide (air),2013,1.468,mg/m3
Czechia,CO,Carbon monoxide (air),2015,1.553,mg/m3
Czechia,CO,Carbon monoxide (air),2019,1.894,mg/m3
Czechia,CO,Carbon monoxide (air),2014,2.165,mg/m3
Czechia,CO,Carbon monoxide (air),2013,0.0,count
Czechia,CO,Carbon monoxide (air),2014,0.0,count
Czechia,CO,Carbon monoxide (air),2017,0.0,count
Czechia,CO,Carbon monoxide (air),2018,0.0,count
Czechia,CO,Carbon monoxide (air),2019,0.0,count
Czechia,CO,Carbon monoxide (air),2020,0.0,count
Czechia,CO,Carbon monoxide (air),2021,0.0,count
Czechia,CO,Carbon monoxide (air),2016,1.0,count
Czechia,CO,Carbon monoxide (air),2015,356.0,count
Czechia,CO,Carbon monoxide (air),2019,0.321,mg/m3
Czechia,CO,Carbon monoxide (air),2018,0.341,mg/m3
Czechia,CO,Carbon monoxide (air),2021,0.341,mg/m3
Czechia,CO,Carbon monoxide (air),2020,0.354,mg/m3
Czechia,CO,Carbon monoxide (air),2017,0.374,mg/m3
Czechia,CO,Carbon monoxide (air),2016,0.38,mg/m3
Czechia,CO,Carbon monoxide (air),2015,0.411,mg/m3
Czechia,CO,Carbon monoxide (air),2013,0.486,mg/m3
Czechia,CO,Carbon monoxide (air),2014,0.532,mg/m3
Czechia,CO,Carbon monoxide (air),2020,4.116,mg/m3
Czechia,CO,Carbon monoxide (air),2020,0.0,count
Czechia,CO,Carbon monoxide (air),2020,0.567,mg/m3
Czechia,CO,Carbon monoxide (air),2020,1.891,mg/m3
Czechia,CO,Carbon monoxide (air),2020,0.0,count
Czechia,CO,Carbon monoxide (air),2020,0.38,mg/m3
Czechia,CO,Carbon monoxide (air),2020,2.116,mg/m3
Czechia,CO,Carbon monoxide (air),2020,0.0,count
Czechia,CO,Carbon monoxide (air),2020,0.39,mg/m3
Czechia,CO,Carbon monoxide (air),2020,1.614,mg/m3
Czechia,CO,Carbon monoxide (air),2020,0.0,count
Czechia,CO,Carbon monoxide (air),2020,0.265,mg/m3
Czechia,CO,Carbon monoxide (air),2020,4.191,mg/m3
Czechia,CO,Carbon monoxide (air),2020,0.0,count
Czechia,CO,Carbon monoxide (air),2020,0.674,mg/m3
Czechia,CO,Carbon monoxide (air),2016,1.331,mg/m3
Czechia,CO,Carbon monoxide (air),2016,0.0,count
Czechia,CO,Carbon monoxide (air),2016,0.337,mg/m3
Czechia,CO,Carbon monoxide (air),2020,1.179,mg/m3
Czechia,CO,Carbon monoxide (air),2021,12.013,mg/m3
Czechia,CO,Carbon monoxide (air),2020,0.0,count
Czechia,CO,Carbon monoxide (air),2021,2.0,count
Czechia,CO,Carbon monoxide (air),2020,0.382,mg/m3
Czechia,CO,Carbon monoxide (air),2021,0.419,mg/m3
Czechia,CO,Carbon monoxide (air),2020,1.092,mg/m3
Czechia,CO,Carbon monoxide (air),2019,1.398,mg/m3
Czechia,CO,Carbon monoxide (air),2019,0.0,count
Czechia,CO,Carbon monoxide (air),2020,0.0,count
Czechia,CO,Carbon monoxide (air),2020,0.338,mg/m3
Czechia,CO,Carbon monoxide (air),2019,0.342,mg/m3
Denmark,CO,Carbon monoxide (air),2010,1.529,mg/m3
Denmark,CO,Carbon monoxide (air),2009,1.855,mg/m3
Denmark,CO,Carbon monoxide (air),2006,2.209,mg/m3
Denmark,CO,Carbon monoxide (air),2007,2.46,mg/m3
Denmark,CO,Carbon monoxide (air),2008,2.53,mg/m3
Denmark,CO,Carbon monoxide (air),2003,3.588,mg/m3
Denmark,CO,Carbon monoxide (air),2004,3.624,mg/m3
Denmark,CO,Carbon monoxide (air),2001,3.872,mg/m3
Denmark,CO,Carbon monoxide (air),2005,4.076,mg/m3
Denmark,CO,Carbon monoxide (air),2000,4.162,mg/m3
Denmark,CO,Carbon monoxide (air),2002,4.605,mg/m3
Denmark,CO,Carbon monoxide (air),1998,5.073,mg/m3
Denmark,CO,Carbon monoxide (air),1999,5.084,mg/m3
Denmark,CO,Carbon monoxide (air),2010,0.447,mg/m3
Denmark,CO,Carbon monoxide (air),2009,0.491,mg/m3
Denmark,CO,Carbon monoxide (air),2008,0.547,mg/m3
Denmark,CO,Carbon monoxide (air),2007,0.556,mg/m3
Denmark,CO,Carbon monoxide (air),2006,0.703,mg/m3
Denmark,CO,Carbon monoxide (air),2005,0.769,mg/m3
Denmark,CO,Carbon monoxide (air),2004,0.859,mg/m3
Denmark,CO,Carbon monoxide (air),2003,0.979,mg/m3
Denmark,CO,Carbon monoxide (air),2001,1.018,mg/m3
Denmark,CO,Carbon monoxide (air),2002,1.038,mg/m3
Denmark,CO,Carbon monoxide (air),2000,1.098,mg/m3
Denmark,CO,Carbon monoxide (air),1998,1.169,mg/m3
Denmark,CO,Carbon monoxide (air),1999,1.291,mg/m3
Denmark,CO,Carbon monoxide (air),1997,1277.0,mg/m3
Denmark,CO,Carbon monoxide (air),2009,0.59,mg/m3
Denmark,CO,Carbon monoxide (air),2006,0.808,mg/m3
Denmark,CO,Carbon monoxide (air),2005,0.91,mg/m3
Denmark,CO,Carbon monoxide (air),2007,1.04,mg/m3
Denmark,CO,Carbon monoxide (air),2009,0.21,mg/m3
Denmark,CO,Carbon monoxide (air),2006,0.232,mg/m3
Denmark,CO,Carbon monoxide (air),2005,0.244,mg/m3
Denmark,CO,Carbon monoxide (air),2007,0.251,mg/m3
Denmark,CO,Carbon monoxide (air),2014,0.465,mg/m3
Denmark,CO,Carbon monoxide (air),2015,0.473,mg/m3
Denmark,CO,Carbon monoxide (air),2021,0.497,mg/m3
Denmark,CO,Carbon monoxide (air),2020,0.526,mg/m3
Denmark,CO,Carbon monoxide (air),2017,0.633,mg/m3
Denmark,CO,Carbon monoxide (air),2018,0.635,mg/m3
Denmark,CO,Carbon monoxide (air),2013,0.845,mg/m3
Denmark,CO,Carbon monoxide (air),2016,1.246,mg/m3
Denmark,CO,Carbon monoxide (air),2019,1.465,mg/m3
Denmark,CO,Carbon monoxide (air),2013,0.0,count
Denmark,CO,Carbon monoxide (air),2014,0.0,count
Denmark,CO,Carbon monoxide (air),2015,0.0,count
Denmark,CO,Carbon monoxide (air),2016,0.0,count
Denmark,CO,Carbon monoxide (air),2017,0.0,count
Denmark,CO,Carbon monoxide (air),2018,0.0,count
Denmark,CO,Carbon monoxide (air),2019,0.0,count
Denmark,CO,Carbon monoxide (air),2020,0.0,count
Denmark,CO,Carbon monoxide (air),2021,0.0,count
Denmark,CO,Carbon monoxide (air),2020,0.16,mg/m3
Denmark,CO,Carbon monoxide (air),2014,0.172,mg/m3
Denmark,CO,Carbon monoxide (air),2015,0.173,mg/m3
Denmark,CO,Carbon monoxide (air),2017,0.178,mg/m3
Denmark,CO,Carbon monoxide (air),2016,0.182,mg/m3
Denmark,CO,Carbon monoxide (air),2019,0.188,mg/m3
Denmark,CO,Carbon monoxide (air),2021,0.19,mg/m3
Denmark,CO,Carbon monoxide (air),2013,0.199,mg/m3
Denmark,CO,Carbon monoxide (air),2018,0.21,mg/m3
Denmark,CO,Carbon monoxide (air),2011,0.613,mg/m3
Denmark,CO,Carbon monoxide (air),2012,0.773,mg/m3
Denmark,CO,Carbon monoxide (air),2011,0.2,mg/m3
Denmark,CO,Carbon monoxide (air),2012,0.25,mg/m3
Denmark,CO,Carbon monoxide (air),2013,1.056,mg/m3
Denmark,CO,Carbon monoxide (air),2013,0.0,count
Denmark,CO,Carbon monoxide (air),2013,0.398,mg/m3
Denmark,CO,Carbon monoxide (air),2012,1.269,mg/m3
Denmark,CO,Carbon monoxide (air),2010,1.386,mg/m3
Denmark,CO,Carbon monoxide (air),2011,1.498,mg/m3
Denmark,CO,Carbon monoxide (air),2008,1.618,mg/m3
Denmark,CO,Carbon monoxide (air),2009,1.64,mg/m3
Denmark,CO,Carbon monoxide (air),2007,2.062,mg/m3
Denmark,CO,Carbon monoxide (air),2005,2.504,mg/m3
Denmark,CO,Carbon monoxide (air),2006,2.698,mg/m3
Denmark,CO,Carbon monoxide (air),2004,2.916,mg/m3
Denmark,CO,Carbon monoxide (air),2002,3.465,mg/m3
Denmark,CO,Carbon monoxide (air),2003,3.485,mg/m3
Denmark,CO,Carbon monoxide (air),2000,3.696,mg/m3
Denmark,CO,Carbon monoxide (air),2001,4.048,mg/m3
Denmark,CO,Carbon monoxide (air),1999,4.384,mg/m3
Denmark,CO,Carbon monoxide (air),1998,5.339,mg/m3
Denmark,CO,Carbon monoxide (air),2012,0.362,mg/m3
Denmark,CO,Carbon monoxide (air),2011,0.375,mg/m3
Denmark,CO,Carbon monoxide (air),2010,0.479,mg/m3
Denmark,CO,Carbon monoxide (air),2009,0.499,mg/m3
Denmark,CO,Carbon monoxide (air),2008,0.503,mg/m3
Denmark,CO,Carbon monoxide (air),2007,0.54,mg/m3
Denmark,CO,Carbon monoxide (air),2006,0.635,mg/m3
Denmark,CO,Carbon monoxide (air),2005,0.739,mg/m3
Denmark,CO,Carbon monoxide (air),2004,0.744,mg/m3
Denmark,CO,Carbon monoxide (air),2002,0.862,mg/m3
Denmark,CO,Carbon monoxide (air),2003,0.887,mg/m3
Denmark,CO,Carbon monoxide (air),2001,0.916,mg/m3
Denmark,CO,Carbon monoxide (air),2000,0.946,mg/m3
Denmark,CO,Carbon monoxide (air),1999,1.148,mg/m3
Denmark,CO,Carbon monoxide (air),1998,1.177,mg/m3
